Product Name,Category,Total Qty,Wishlists,Buy Price,Sell Price,URL,Barcode,Manufacturer SKU,ASIN,MSRP,Brand,Weight,Description,Max Qty,Domestic Only,Tax Exempt
Merfolk Branchwalker - Foil,Ixalan,2,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/merfolk_branchwalker__foil/1536463,,"",B075QMV9F1,0.00,"",0.005,"",4,,false
Lurking Chupacabra - Foil,Ixalan,1,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lurking_chupacabra__foil/1536473,,"",B075QN63S2,0.00,"",0.005,"",4,,false
"Legion's Landing // Adanto, the First Fort - Foil",Ixalan,0,0,0.00,7.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/legions_landing__adanto_the_first_fort__foil/1536483,,,B075QMCKV8,0.00,"",0.005,"",4,,false
Imperial Lancer - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/imperial_lancer__foil/1536493,,"",B075QN3Y8K,0.00,"",0.005,"",4,,false
Makeshift Munitions - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/makeshift_munitions__foil/1536503,,"",B075QMJ7RP,0.00,"",0.005,"",4,,false
Lightning-Rig Crew,Ixalan,11,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lightningrig_crew/1536513,,,B075QMG35G,0.00,"",0.005,"",4,,false
Lightning-Rig Crew - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lightningrig_crew__foil/1536523,,,B075RH24F2,0.00,"",0.005,"",4,,false
Imperial Aerosaur,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/imperial_aerosaur/1536533,,,B075RGFSGN,0.00,"",0.005,"",4,,false
Inspiring Cleric,Ixalan,8,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/inspiring_cleric/1536543,,,B075RGZTW4,0.00,"",0.005,"",4,,false
Ixalli's Diviner,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ixallis_diviner/1536593,,,B075RHBYFK,0.00,"",0.005,"",4,,false
Ixalli's Keeper,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ixallis_keeper/1536603,,,B075RHWQ8J,0.00,"",0.005,"",4,,false
Jungle Delver,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/jungle_delver/1536613,,,B075RGYYH9,0.00,"",0.005,"",4,,false
Kinjalli's Caller,Ixalan,59,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kinjallis_caller/1536623,,,B075RHVZKP,0.00,"",0.005,"",4,,false
Legion's Judgment,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/legions_judgment/1536633,,,B075RHHN3V,0.00,"",0.005,"",4,,false
Looming Altisaur,Ixalan,59,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/looming_altisaur/1536643,,,B075RHY2YY,0.00,"",0.005,"",4,,false
March of the Drowned,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/march_of_the_drowned/1536653,,,B075RGZLFK,0.00,"",0.005,"",4,,false
Mark of the Vampire,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mark_of_the_vampire/1536663,,,B075RHF2BN,0.00,"",0.005,"",4,,false
Navigator's Ruin,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/navigators_ruin/1536703,,,B075RHTCPQ,0.00,"",0.005,"",4,,false
New Horizons,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/new_horizons/1536713,,,B075RH35PB,0.00,"",0.005,"",4,,false
One With the Wind,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/one_with_the_wind/1536723,,,B075RHTQQ5,0.00,"",0.005,"",4,,false
Paladin of the Bloodstained,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/paladin_of_the_bloodstained/1536733,,,B075RH2WQ9,0.00,"",0.005,"",4,,false
Perilous Voyage,Ixalan,11,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/perilous_voyage/1536743,,,B075RJH77W,0.00,"",0.005,"",4,,false
Pious Interdiction,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pious_interdiction/1536753,,,B075RKM3B8,0.00,"",0.005,"",4,,false
Pirate's Prize,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pirates_prize/1536763,,,B075RGVNX3,0.00,"",0.005,"",4,,false
Jade Guardian,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/jade_guardian/1536773,,,B075RLXHS1,0.00,"",0.005,"",4,,false
Imperial Aerosaur - Foil,Ixalan,1,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/imperial_aerosaur__foil/1536793,,,B075RK8XFQ,0.00,"",0.005,"",4,,false
Inspiring Cleric - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/inspiring_cleric__foil/1536803,,,B075RTMLDB,0.00,"",0.005,"",4,,false
Island (264) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/island_264__foil/1536813,,,B075RN1K95,0.00,"",0.005,"",4,,false
Island (265) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/island_265__foil/1536823,,,B075RTTJ2Q,0.00,"",0.005,"",4,,false
Island (266) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/island_266__foil/1536833,,,B075RN1N2C,0.00,"",0.005,"",4,,false
Island (267) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/island_267__foil/1536843,,,B075RTTB8V,0.00,"",0.005,"",4,,false
Ixalli's Diviner - Foil,Ixalan,3,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ixallis_diviner__foil/1536853,,,B075RNV11W,0.00,"",0.005,"",4,,false
Ixalli's Keeper - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ixallis_keeper__foil/1536863,,,B075RMQ5JQ,0.00,"",0.005,"",4,,false
Jungle Delver - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/jungle_delver__foil/1536873,,,B075RQ879Q,0.00,"",0.005,"",4,,false
Kinjalli's Caller - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kinjallis_caller__foil/1536883,,,B075RMKWFB,0.00,"",0.005,"",4,,false
Legion's Judgment - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/legions_judgment__foil/1536893,,,B075RN819Y,0.00,"",0.005,"",4,,false
Looming Altisaur - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/looming_altisaur__foil/1536903,,,B075RQ4VSP,0.00,"",0.005,"",4,,false
March of the Drowned - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/march_of_the_drowned__foil/1536913,,,B075RM23DH,0.00,"",0.005,"",4,,false
Mark of the Vampire - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mark_of_the_vampire__foil/1536923,,,B075RPLS31,0.00,"",0.005,"",4,,false
Mountain (272) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mountain_272__foil/1536933,,,B075RNNLJ3,0.00,"",0.005,"",4,,false
Mountain (274) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mountain_274__foil/1536943,,,B075RHNRP7,0.00,"",0.005,"",4,,false
Mountain (275) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mountain_275__foil/1536953,,,B075RVG6M8,0.00,"",0.005,"",4,,false
Navigator's Ruin - Foil,Ixalan,3,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/navigators_ruin__foil/1536963,,,B075RM7TNJ,0.00,"",0.005,"",4,,false
New Horizons - Foil,Ixalan,1,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/new_horizons__foil/1536973,,,B075RTKZ6X,0.00,"",0.005,"",4,,false
One With the Wind - Foil,Ixalan,1,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/one_with_the_wind__foil/1536983,,,B075RTR7VF,0.00,"",0.005,"",4,,false
Paladin of the Bloodstained - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/paladin_of_the_bloodstained__foil/1536993,,,B075RSYF7M,0.00,"",0.005,"",4,,false
Perilous Voyage - Foil,Ixalan,4,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/perilous_voyage__foil/1537003,,,B075RPV3JN,0.00,"",0.005,"",4,,false
Pious Interdiction - Foil,Ixalan,3,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pious_interdiction__foil/1537013,,,B075S1Q435,0.00,"",0.005,"",4,,false
Pirate's Prize - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pirates_prize__foil/1537023,,,B075RMG6PH,0.00,"",0.005,"",4,,false
Priest of the Wakening Sun,Ixalan,33,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/priest_of_the_wakening_sun/1537033,,,B075NSQBKS,0.00,"",0.005,"",4,,false
Revel in Riches,Ixalan,0,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/revel_in_riches/1537043,,,B075NT5VZ9,0.00,"",0.005,"",4,,false
Ripjaw Raptor,Ixalan,7,0,0.00,2.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ripjaw_raptor/1537053,,,B075NTFBMR,0.00,"",0.005,"",4,,false
River's Rebuke,Ixalan,27,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rivers_rebuke/1537063,,,B075NV3HV2,0.00,"",0.005,"",4,,false
Rootbound Crag,Ixalan,7,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rootbound_crag/1537073,"","",B075NT8SXC,0.00,"",0.005,"",4,false,false
Rowdy Crew,Ixalan,18,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rowdy_crew/1537083,,,B075NSKFP5,0.00,"",0.005,"",4,,false
Ruin Raider,Ixalan,8,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ruin_raider/1537093,,,B075NTXLGK,0.00,"",0.005,"",4,,false
Sanguine Sacrament,Ixalan,30,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sanguine_sacrament/1537103,,,B075NTHVN7,0.00,"",0.005,"",4,,false
Settle the Wreckage,Ixalan,21,0,0.00,4.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/settle_the_wreckage/1537113,,,B075NT4ZWW,0.00,"",0.005,"",4,,false
Shapers' Sanctuary,Ixalan,11,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shapers_sanctuary/1537123,,,B075NTD4SL,0.00,"",0.005,"",4,,false
Priest of the Wakening Sun - Foil,Ixalan,1,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/priest_of_the_wakening_sun__foil/1537133,,,B075NT5TYK,0.00,"",0.005,"",4,,false
Revel in Riches - Foil,Ixalan,1,0,0.00,5.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/revel_in_riches__foil/1537143,,,B075NTHMT1,0.00,"",0.005,"",4,,false
Ripjaw Raptor - Foil,Ixalan,1,0,0.00,4.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ripjaw_raptor__foil/1537153,,,B075NTGW36,0.00,"",0.005,"",4,,false
River's Rebuke - Foil,Ixalan,4,0,0.00,2.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rivers_rebuke__foil/1537163,,,B075NTTHH5,0.00,"",0.005,"",4,,false
Rootbound Crag - Foil,Ixalan,0,0,0.00,7.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rootbound_crag__foil/1537173,"","",B075NTTWR3,0.00,"",0.005,"",4,false,false
Rowdy Crew - Foil,Ixalan,1,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rowdy_crew__foil/1537183,,,B075NSTDHG,0.00,"",0.005,"",4,,false
Ruin Raider - Foil,Ixalan,4,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ruin_raider__foil/1537193,,,B075NT8S1G,0.00,"",0.005,"",4,,false
Sanguine Sacrament - Foil,Ixalan,2,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sanguine_sacrament__foil/1537203,,,B075NTGW53,0.00,"",0.005,"",4,,false
Settle the Wreckage - Foil,Ixalan,0,0,0.00,11.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/settle_the_wreckage__foil/1537213,,,B075NVBN3X,0.00,"",0.005,"",4,,false
Shapers' Sanctuary - Foil,Ixalan,3,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shapers_sanctuary__foil/1537223,,,B075NTK18T,0.00,"",0.005,"",4,,false
Prosperous Pirates,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/prosperous_pirates/1537233,,,B075NTZRM2,0.00,"",0.005,"",4,,false
Prosperous Pirates - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/prosperous_pirates__foil/1537243,,,B075NTV7NN,0.00,"",0.005,"",4,,false
Primal Amulet // Primal Wellspring,Ixalan,0,0,0.00,5.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/primal_amulet__primal_wellspring/1537253,,,B075NTPWWD,0.00,"",0.005,"",4,,false
Queen's Bay Soldier,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/queens_bay_soldier/1537263,,,B075NV4CM8,0.00,"",0.005,"",4,,false
Raging Swordtooth,Ixalan,8,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raging_swordtooth/1537273,,,B075NVBMHS,0.00,"",0.005,"",4,,false
Sentinel Totem,Ixalan,30,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sentinel_totem/1537283,,,B075NV1Z2Q,0.00,"",0.005,"",4,,false
Shapers of Nature,Ixalan,6,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shapers_of_nature/1537293,,,B075NVFFVH,0.00,"",0.005,"",4,,false
Siren Stormtamer,Ixalan,0,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/siren_stormtamer/1537303,,,B075NVL5XD,0.00,"",0.005,"",4,,false
Primal Amulet // Primal Wellspring - Foil,Ixalan,0,0,0.00,7.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/primal_amulet__primal_wellspring__foil/1537313,,,B075NW61DK,0.00,"",0.005,"",4,,false
Queen's Bay Soldier - Foil,Ixalan,1,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/queens_bay_soldier__foil/1537323,,,B075NVCCY5,0.00,"",0.005,"",4,,false
Raging Swordtooth - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raging_swordtooth__foil/1537333,,,B075NVWLRD,0.00,"",0.005,"",4,,false
Sentinel Totem - Foil,Ixalan,1,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sentinel_totem__foil/1537343,,,B075NVFCGL,0.00,"",0.005,"",4,,false
Shapers of Nature - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shapers_of_nature__foil/1537353,,,B075NVJ3Q4,0.00,"",0.005,"",4,,false
Siren Stormtamer - Foil,Ixalan,0,0,0.00,4.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/siren_stormtamer__foil/1537363,,,B075NV2RXH,0.00,"",0.005,"",4,,false
Regisaur Alpha,Ixalan,26,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/regisaur_alpha/1537373,,,B075NVRYV4,0.00,"",0.005,"",4,,false
Sanctum Seeker,Ixalan,0,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sanctum_seeker/1537383,,,B075NW86BB,0.00,"",0.005,"",4,,false
Savage Stomp,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/savage_stomp/1537393,,,B075NVDYKF,0.00,"",0.005,"",4,,false
Regisaur Alpha - Foil,Ixalan,4,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/regisaur_alpha__foil/1537403,,,B075NX8TLH,0.00,"",0.005,"",4,,false
Sanctum Seeker - Foil,Ixalan,0,0,0.00,2.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sanctum_seeker__foil/1537413,,,B075NWTWBN,0.00,"",0.005,"",4,,false
Savage Stomp - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/savage_stomp__foil/1537423,,,B075NX69BM,0.00,"",0.005,"",4,,false
Raptor Hatchling,Ixalan,1,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raptor_hatchling/1537433,,,B075NXNSTK,0.00,"",0.005,"",4,,false
Ravenous Daggertooth,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ravenous_daggertooth/1537443,,,B075NXZ4LY,0.00,"",0.005,"",4,,false
Ranging Raptors,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ranging_raptors/1537453,,,B075NXYVGR,0.00,"",0.005,"",4,,false
Raptor Hatchling - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raptor_hatchling__foil/1537463,,,B075NY5FFF,0.00,"",0.005,"",4,,false
Ravenous Daggertooth - Foil,Ixalan,4,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ravenous_daggertooth__foil/1537473,,,B075NXR3TY,0.00,"",0.005,"",4,,false
Ranging Raptors - Foil,Ixalan,3,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ranging_raptors__foil/1537483,,,B075NY63C4,0.00,"",0.005,"",4,,false
Rampaging Ferocidon,Ixalan,7,0,0.00,7.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rampaging_ferocidon/1537493,,,B075NXNXCP,0.00,"",0.005,"",4,,false
Rile,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rile/1537503,,,B075RH6DDF,0.00,"",0.005,"",4,,false
Rampaging Ferocidon - Foil,Ixalan,0,0,0.00,11.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rampaging_ferocidon__foil/1537513,,,B075QKV1ZZ,0.00,"",0.005,"",4,,false
Rile - Foil,Ixalan,4,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rile__foil/1537523,,,B075QYTQ6H,0.00,"",0.005,"",4,,false
"Search for Azcanta // Azcanta, the Sunken Ruin",Ixalan,3,0,0.00,14.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/search_for_azcanta__azcanta_the_sunken_ruin/1537533,,"",B075QMVPDW,0.00,"",0.005,"",4,,false
River Sneak,Ixalan,16,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/river_sneak/1537543,,,B075QMYXNH,0.00,"",0.005,"",4,,false
"Search for Azcanta // Azcanta, the Sunken Ruin - Foil",Ixalan,0,0,0.00,49.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/search_for_azcanta__azcanta_the_sunken_ruin__foil/1537553,,"",B075QMXVSG,0.00,"",0.005,"",4,,false
River Sneak - Foil,Ixalan,3,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/river_sneak__foil/1537563,,,B075QMCKXV,0.00,"",0.005,"",4,,false
Raiders' Wake,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raiders_wake/1537573,,,B075QMFVTW,0.00,"",0.005,"",4,,false
Ruthless Knave,Ixalan,8,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ruthless_knave/1537583,,,B075QM997P,0.00,"",0.005,"",4,,false
Shadowed Caravel,Ixalan,25,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shadowed_caravel/1537593,,,B075RFWXD4,0.00,"",0.005,"",4,,false
Raiders' Wake - Foil,Ixalan,1,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raiders_wake__foil/1537603,,,B075RGKPPB,0.00,"",0.005,"",4,,false
Ruthless Knave - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ruthless_knave__foil/1537613,,,B075RJ1SHG,0.00,"",0.005,"",4,,false
Shadowed Caravel - Foil,Ixalan,2,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shadowed_caravel__foil/1537623,,,B075RGZHRG,0.00,"",0.005,"",4,,false
Pounce,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pounce/1537653,,,B075RGYV2P,0.00,"",0.005,"",4,,false
Prying Blade,Ixalan,59,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/prying_blade/1537663,,,B075RJ1P8S,0.00,"",0.005,"",4,,false
Pterodon Knight,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pterodon_knight/1537673,,,B075RJ7H2P,0.00,"",0.005,"",4,,false
Queen's Agent,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/queens_agent/1537683,,,B075RHGJSZ,0.00,"",0.005,"",4,,false
Queen's Commission,Ixalan,58,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/queens_commission/1537693,,,B075RHFJYP,0.00,"",0.005,"",4,,false
Rallying Roar,Ixalan,17,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rallying_roar/1537703,,,B075RHQWDX,0.00,"",0.005,"",4,,false
Raptor Companion,Ixalan,59,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/raptor_companion/1537713,,,B075RHCY71,0.00,"",0.005,"",4,,false
Repeating Barrage,Ixalan,32,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/repeating_barrage/1537723,,,B075RHRLMV,0.00,"",0.005,"",4,,false
River Heralds' Boon,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/river_heralds_boon/1537733,,,B075RHX1NT,0.00,"",0.005,"",4,,false
Rummaging Goblin,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/rummaging_goblin/1537743,,,B075RGHLRW,0.00,"",0.005,"",4,,false
Run Aground,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/run_aground/1537753,,,B075RHBW6X,0.00,"",0.005,"",4,,false
Sailor of Means,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sailor_of_means/1537763,,,B075RJ9M4F,0.00,"",0.005,"",4,,false
Seekers' Squire,Ixalan,35,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/seekers_squire/1537773,,,B075RHXLQZ,0.00,"",0.005,"",4,,false
Shaper Apprentice,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/shaper_apprentice/1537783,,,B075RGR44L,0.00,"",0.005,"",4,,false
Sheltering Light,Ixalan,5,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/sheltering_light/1537793,,,B075RHBR23,0.00,"",0.005,"",4,,false
